ID,Manufacturer,Model,special name,Telescope Type,Aperture Diameter,Focal Length,Focal Ratio,Mount Type,Field of View,Notes
1,Skywatcher,SolarQuest 705,Portable Solar Telescope,Refractor,70 mm,500 mm,f/7.1,Alt-Azimuth (Solar Tracking),Wide-field,Designed for safe solar observation with built-in solar finder
