ID,Manufacturer,Model,Sensor Type,Sensor Size,Effective Pixel Count,Pixel Size,Full Well Capacity,Read Noise,Dark Current,,,Special Name
1,ZWO,ASI432MM,CMOS,1.1 inch,1600 x 1200,9 ?m,100k e-,1.5 e-,0.002 e-/pixel/sec,,,‚«‚Ì‚±
